"country_name","year","urban","size_residence","gender","age","prec_safety","exp_crimevic_justic","exp_crimelocal_gang","exp_crimelocal_police","fair_courts","respect_inst","rights_protected","proud_gov","support_gov","trust_justice","trust_supremecourt_tribunal","trust_armedforces","trust_natleg","trust_natgov","trust_natpolice","trust_politicalparties","trust_exec","trust_supremecourt","trust_elections","b47a","community_problem","attend_community","attend_polmeeting","dem_prefernce","ironfist","exp_crimeprob_drug","exp_crimeprob_shooting","diso17","pres_dv1","pres_dv2","approve_overthrow","approve_protesting","approve_blockaids","approve_vigilantism","education","goverence_1","political_knoweldge","race","exp_crimecorr_police","exp_crimecorr_public","exp_crimecorr_common","exp_crimecorr_gov","exp_crimecorr_court","exp_crimecorr_health","exp_crimefear_transport","exp_crimefear_school","watch_news","dem_support","auth_coup1","auth_coup2","auth_power1","auth_power2","language","approve_exec","approve_corupption","approve_secuirty","approve_economy","nationality","attend_citycouncil","petition_localgov","satisfied_dem","interest_politcs","attend_protest","attend_religion","importance_religion","income_monthly","sex","pres_economy","vote_registration","vote_lastelection","exp_crimevic","exp_crimevic_num","exp_crimevic_household","exp_crimevic_type","exp_crimevic_loc","exp_crimevic_fear","exp_crimevic_move","exp_crimevic_alone","exp_crimelocal_rob","exp_crimelocal_drug","exp_crimelocal_extortion","vicbar4a","exp_crimelocal_murders"
"Brazil",2010,1,2,2,56,2,3,3,NA,6,6,6,6,7,5,5,7,NA,7,3,1,7,NA,4,NA,4,4,4,2,2,NA,NA,NA,NA,NA,1,1,1,1,4,1,1,1,0,0,1,NA,NA,0,NA,NA,2,7,2,2,2,2,1501,1,5,3,5,15,2,2,2,4,2,1,1,3,2,2,1,2,1,NA,1,8,1,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2010,1,1,1,47,4,3,1,NA,2,2,2,3,6,2,3,6,3,6,4,4,6,3,3,NA,3,3,4,2,2,NA,NA,NA,NA,NA,1,1,1,1,5,3,4,1,0,0,1,NA,0,0,NA,NA,1,6,2,1,1,2,1501,1,5,4,6,15,1,2,2,4,2,1,1,2,1,3,1,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2010,1,1,2,20,3,4,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,4,4,NA,2,NA,NA,NA,NA,NA,NA,10,NA,NA,0,NA,NA,5,0,0,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,NA,1501,3,NA,NA,NA,15,2,2,NA,4,2,5,1,4,2,3,2,2,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2010,1,4,1,34,4,4,3,NA,5,7,1,1,1,1,1,5,1,1,1,1,1,1,1,NA,4,4,4,2,2,NA,NA,NA,NA,NA,1,10,1,1,10,1,1,5,0,0,1,NA,NA,0,NA,NA,4,7,2,2,2,2,1501,2,2,1,3,15,2,2,3,4,2,4,3,3,1,3,1,1,1,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2010,1,1,1,41,1,3,3,NA,6,7,6,6,7,7,7,7,5,5,5,3,5,5,4,NA,1,1,4,2,2,NA,NA,NA,NA,NA,1,10,1,1,11,3,7,5,0,0,1,0,0,0,NA,NA,1,7,2,2,2,2,1501,2,3,4,4,15,2,2,2,1,2,1,1,3,1,2,1,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2010,1,1,1,25,2,4,2,NA,2,3,4,1,2,3,5,1,1,1,5,NA,1,NA,5,NA,4,4,4,2,2,NA,NA,NA,NA,NA,2,10,8,1,8,1,NA,1,0,1,2,NA,0,0,NA,NA,2,NA,NA,NA,2,2,1501,4,1,1,2,15,2,2,3,3,1,2,1,2,1,3,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2010,1,3,2,28,4,2,1,NA,6,4,6,6,6,4,4,4,5,5,5,4,4,5,4,NA,3,4,4,1,1,NA,NA,NA,NA,NA,5,7,5,5,16,4,4,1,0,0,3,0,0,0,NA,NA,4,4,2,2,2,2,1501,3,4,4,3,15,2,2,2,2,2,4,3,4,2,2,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2010,1,1,2,42,2,4,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,3,4,4,NA,NA,NA,NA,NA,NA,NA,10,10,10,1,3,1,1,5,0,1,1,NA,0,0,NA,NA,1,NA,2,2,1,NA,1501,5,1,1,1,15,2,2,3,4,2,3,1,NA,2,5,1,2,1,3,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2010,1,1,2,28,3,4,2,NA,NA,NA,NA,4,3,1,1,6,2,1,2,2,1,1,1,NA,4,4,4,2,2,NA,NA,NA,NA,NA,10,10,10,10,NA,NA,NA,1,1,0,1,NA,0,0,NA,NA,4,1,2,2,2,2,1501,3,NA,NA,1,15,NA,2,3,4,2,NA,3,2,2,4,1,1,1,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2010,2,4,2,62,1,4,4,NA,2,2,2,3,3,2,3,3,2,4,3,3,4,2,3,NA,4,4,4,2,2,NA,NA,NA,NA,NA,6,8,6,6,1,5,5,5,0,0,1,0,0,1,NA,NA,1,4,2,2,2,2,1501,2,5,3,2,15,2,2,3,2,2,1,1,2,2,2,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2010,1,1,1,67,1,3,3,NA,4,5,5,3,3,4,5,7,7,7,5,3,7,7,5,NA,4,2,4,2,2,NA,NA,NA,NA,NA,1,8,1,1,10,3,3,5,0,0,1,0,0,0,NA,NA,1,4,NA,NA,NA,NA,1501,3,6,5,7,15,2,2,2,3,NA,4,1,2,1,3,1,1,1,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2010,1,4,1,19,2,3,NA,NA,5,5,4,1,6,4,4,4,2,5,6,3,6,NA,1,NA,4,4,4,2,1,NA,NA,NA,NA,NA,1,7,6,1,13,1,5,1,1,0,1,NA,NA,NA,NA,NA,1,7,2,2,2,2,1501,2,1,4,6,15,2,2,2,4,2,3,1,NA,1,2,1,2,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2010,1,1,2,36,3,2,3,NA,7,6,6,5,4,4,4,4,4,5,4,3,6,4,4,NA,4,4,4,2,2,NA,NA,NA,NA,NA,4,8,6,5,10,4,4,5,0,0,2,0,0,0,NA,NA,2,5,2,2,2,2,1501,2,5,4,4,15,2,2,2,2,2,1,1,2,2,2,1,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2010,1,1,1,18,2,1,3,NA,4,4,5,5,4,6,5,4,3,6,4,5,3,6,5,NA,4,4,4,2,2,NA,NA,NA,NA,NA,2,9,4,4,11,4,5,5,0,0,4,NA,NA,NA,NA,NA,1,6,2,2,2,2,1501,2,6,4,2,15,2,2,2,3,2,1,1,2,1,2,1,2,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2010,1,4,1,55,1,NA,4,NA,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,NA,4,4,4,2,1,NA,NA,NA,NA,NA,1,5,1,1,NA,4,1,1,0,0,4,0,0,1,NA,NA,1,NA,1,1,2,2,1501,2,7,5,7,15,2,2,2,1,2,4,1,2,1,3,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2010,2,4,2,23,2,NA,1,NA,7,4,4,7,7,5,5,4,4,7,6,4,7,5,6,NA,4,4,4,2,2,NA,NA,NA,NA,NA,1,7,1,1,11,5,3,5,0,0,2,NA,NA,0,NA,NA,2,1,2,2,2,2,1501,2,7,5,5,15,2,2,2,4,2,3,1,2,2,3,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2010,1,3,2,68,4,4,3,NA,4,3,3,2,4,1,1,4,4,3,2,1,4,4,1,NA,4,4,4,2,1,NA,NA,NA,NA,NA,5,3,4,1,1,4,3,4,0,0,1,NA,NA,0,NA,NA,1,4,2,2,2,2,1501,2,1,2,1,15,2,2,3,4,2,1,1,3,2,4,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2010,2,4,2,24,1,1,2,NA,6,5,5,4,4,5,5,4,5,5,4,4,5,4,3,NA,3,3,3,2,1,NA,NA,NA,NA,NA,7,7,7,6,11,6,5,5,0,0,3,0,0,0,NA,NA,4,5,2,1,NA,NA,1501,2,5,5,4,15,2,2,2,4,2,2,1,4,2,3,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2010,1,2,2,75,3,2,3,NA,5,5,4,3,4,6,5,5,5,5,6,3,6,6,4,NA,4,4,4,2,2,NA,NA,NA,NA,NA,3,8,6,10,11,NA,NA,1,0,0,1,NA,NA,NA,NA,NA,1,NA,NA,1,2,2,1501,3,4,4,4,15,2,2,3,4,2,4,3,2,2,2,NA,2,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2010,1,4,1,22,1,3,4,NA,5,4,2,3,1,4,1,5,3,1,4,1,1,1,1,NA,4,4,3,2,1,NA,NA,NA,NA,NA,1,10,1,10,11,1,1,5,1,0,2,NA,NA,0,NA,NA,4,7,2,2,2,2,1501,2,1,2,1,15,2,2,2,3,2,1,1,1,1,3,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2010,1,2,1,48,2,3,3,NA,5,5,4,3,NA,5,5,NA,5,5,5,5,4,4,4,NA,2,4,4,NA,2,NA,NA,NA,NA,NA,NA,10,1,1,5,1,1,5,0,0,2,NA,NA,0,NA,NA,1,7,NA,NA,NA,NA,1501,3,3,3,5,15,2,2,3,4,2,2,1,2,1,3,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2010,1,1,2,51,1,3,3,NA,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,4,3,4,3,1,NA,NA,NA,NA,NA,5,4,6,2,8,2,1,5,0,0,1,NA,NA,0,NA,NA,1,1,2,2,NA,1,1501,4,1,1,1,15,2,2,2,4,2,1,1,2,2,5,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2010,2,4,1,32,1,3,3,NA,6,4,NA,6,NA,5,6,5,NA,6,5,3,7,NA,4,NA,4,4,4,1,1,NA,NA,NA,NA,NA,2,7,2,2,7,NA,NA,1,0,0,3,NA,NA,0,NA,NA,1,NA,NA,NA,NA,NA,1501,1,6,5,7,15,2,1,2,3,2,3,1,2,1,2,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2010,1,1,2,32,4,3,1,NA,3,4,1,1,1,3,3,4,1,1,4,1,3,3,1,NA,4,4,4,NA,1,NA,NA,NA,NA,NA,1,4,10,1,1,1,1,5,0,0,1,NA,NA,0,NA,NA,2,3,2,2,2,2,1501,3,1,1,1,15,2,2,3,4,2,NA,NA,4,2,3,3,2,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2010,1,3,2,21,2,1,3,NA,6,2,5,6,5,3,4,6,5,4,3,5,7,5,3,NA,4,4,4,1,2,NA,NA,NA,NA,NA,4,8,7,2,10,3,4,1,0,0,3,NA,NA,0,NA,NA,1,5,2,1,2,2,1501,2,5,4,5,15,2,2,2,3,2,2,1,1,2,2,1,2,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2010,1,1,2,22,2,4,1,NA,3,1,6,1,1,1,1,7,3,7,1,1,7,2,1,NA,4,4,4,2,2,NA,NA,NA,NA,NA,1,10,10,1,5,3,3,5,0,0,1,NA,NA,NA,NA,NA,2,NA,2,2,2,2,1501,2,1,1,2,15,2,2,NA,3,1,1,1,4,2,5,1,1,1,1,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2010,1,3,2,28,2,3,3,NA,NA,3,7,1,1,4,2,5,1,2,2,3,7,3,2,NA,4,4,4,2,2,NA,NA,NA,NA,NA,1,10,1,1,11,1,6,4,0,0,2,NA,NA,NA,NA,NA,1,6,2,2,2,2,1501,2,1,3,4,15,2,2,2,4,2,1,1,2,2,3,1,2,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2010,1,3,2,56,3,3,4,NA,7,7,NA,7,7,6,1,7,7,7,7,7,7,7,7,NA,4,4,4,2,2,NA,NA,NA,NA,NA,1,7,1,1,4,5,5,7,0,0,1,NA,NA,NA,NA,NA,1,6,2,2,2,NA,1501,2,6,1,6,15,2,2,2,1,2,1,1,3,2,3,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2010,1,2,2,19,3,3,3,NA,6,5,6,6,6,5,5,7,6,6,6,1,2,2,2,NA,3,4,4,NA,2,NA,NA,NA,NA,NA,2,10,6,1,11,3,2,5,0,0,4,NA,NA,NA,NA,NA,1,7,2,2,1,1,1501,4,5,5,3,15,2,2,NA,4,1,5,3,3,2,4,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2010,1,4,2,30,2,2,2,NA,4,3,3,3,3,5,4,6,3,6,4,3,3,5,3,NA,3,4,4,2,2,NA,NA,NA,NA,NA,1,10,2,1,10,4,3,5,0,0,1,NA,NA,NA,NA,NA,2,6,2,2,2,2,1501,3,5,4,3,15,2,2,3,4,2,4,2,2,2,2,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2010,1,1,2,21,2,4,1,NA,3,1,1,3,4,1,2,7,1,1,1,1,1,3,7,NA,4,4,4,2,2,NA,NA,NA,NA,NA,1,10,6,10,11,1,3,1,0,0,1,0,NA,0,NA,NA,1,1,2,2,2,2,1501,5,1,2,1,15,2,2,3,1,2,4,1,3,2,5,1,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2010,1,3,1,34,3,3,4,NA,5,5,4,4,4,5,5,6,5,5,6,3,5,5,3,NA,3,3,3,2,2,NA,NA,NA,NA,NA,1,10,4,1,11,4,6,1,0,0,1,0,0,NA,NA,NA,1,6,2,2,2,NA,1501,1,5,4,5,15,1,2,2,1,2,5,4,NA,1,2,1,1,1,1,2,11,1,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2010,2,4,2,27,2,3,3,NA,3,6,3,2,4,4,2,6,5,6,5,2,6,5,3,NA,4,2,4,2,2,NA,NA,NA,NA,NA,2,7,3,4,6,2,1,1,0,0,1,NA,NA,NA,NA,NA,2,6,2,2,2,2,1501,2,4,5,6,15,2,2,2,4,2,3,1,2,2,3,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2010,2,2,1,25,2,3,3,NA,3,NA,2,1,3,6,4,7,3,5,5,2,7,6,5,NA,4,4,4,NA,1,NA,NA,NA,NA,NA,4,7,6,4,7,5,NA,1,NA,NA,NA,NA,NA,1,NA,NA,4,NA,1,1,NA,NA,1501,1,3,7,4,15,2,2,3,3,2,2,1,3,1,3,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2010,1,1,2,59,2,1,3,NA,3,4,3,7,5,2,4,6,7,7,7,6,7,5,2,NA,4,4,4,3,1,NA,NA,NA,NA,NA,4,10,4,4,11,2,6,5,0,0,1,0,NA,0,NA,NA,2,NA,2,2,2,2,1501,2,6,6,7,15,2,2,2,4,1,1,1,4,2,3,1,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2010,1,2,1,37,2,4,4,NA,3,4,3,2,3,1,1,5,3,3,4,2,7,6,3,NA,4,4,4,3,1,NA,NA,NA,NA,NA,8,3,7,9,5,3,2,3,NA,0,1,NA,1,1,NA,NA,1,2,1,1,1,2,1501,1,5,5,4,15,2,2,3,4,2,1,1,3,1,2,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2010,1,2,1,36,2,3,4,NA,5,4,1,1,1,1,2,1,1,1,6,1,4,5,1,NA,4,4,4,2,2,NA,NA,NA,NA,NA,1,1,1,1,11,1,6,1506,0,0,1,NA,NA,NA,NA,NA,1,7,2,2,2,2,1501,1,6,5,2,15,2,2,2,4,2,5,1,3,1,3,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2010,1,4,1,24,2,3,3,NA,4,3,3,4,3,2,3,5,4,3,2,2,3,4,3,NA,4,4,4,3,2,NA,NA,NA,NA,NA,1,10,4,1,13,1,4,1,0,0,2,NA,NA,0,NA,NA,1,5,NA,NA,NA,NA,1501,2,3,4,5,15,2,2,3,4,2,5,1,1,1,2,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2010,1,2,2,51,3,2,4,NA,7,5,6,7,5,7,5,7,6,7,4,6,7,7,6,NA,2,4,4,3,2,NA,NA,NA,NA,NA,2,8,5,1,NA,4,2,4,0,0,2,NA,0,0,NA,NA,2,6,2,1,1,1,1501,2,4,6,7,15,2,1,2,3,2,5,2,4,2,2,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2010,1,2,2,37,2,2,3,NA,5,5,4,3,3,5,7,7,5,4,5,5,4,5,6,NA,4,4,4,2,2,NA,NA,NA,NA,NA,1,6,1,1,11,2,4,1,0,0,2,NA,NA,0,NA,NA,1,7,2,2,2,2,1501,3,4,6,4,15,2,2,1,4,2,1,1,2,2,3,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2010,1,4,1,22,2,4,3,NA,6,6,6,6,4,6,4,6,4,6,5,4,5,6,5,NA,4,4,4,2,2,NA,NA,NA,NA,NA,1,5,4,1,5,4,4,5,0,0,3,0,0,0,NA,NA,2,6,NA,2,2,2,1501,2,5,5,4,15,2,2,NA,3,2,3,1,3,1,3,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2010,1,3,2,40,2,2,2,NA,5,4,4,2,3,5,7,7,7,7,7,3,7,7,7,NA,4,4,4,2,2,NA,NA,NA,NA,NA,1,10,1,1,6,1,1,5,0,0,3,NA,NA,NA,NA,NA,1,5,2,2,2,2,1501,2,4,4,4,15,2,2,2,3,2,5,2,3,2,2,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2010,1,1,2,30,2,4,2,NA,4,3,3,4,4,5,2,3,5,5,5,4,6,3,6,NA,4,4,4,NA,2,NA,NA,NA,NA,NA,1,10,3,1,11,4,4,5,0,0,2,NA,NA,NA,NA,NA,2,5,1,1,2,2,1501,3,4,3,2,15,2,2,2,4,2,5,3,3,2,2,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2010,1,1,2,53,2,3,4,NA,NA,6,4,5,7,5,5,6,5,6,5,5,3,5,6,NA,4,4,4,2,2,NA,NA,NA,NA,NA,1,10,1,10,11,1,4,1,0,0,1,NA,NA,NA,NA,NA,2,5,1,1,NA,NA,1501,4,4,4,1,15,2,2,3,3,2,2,1,2,2,5,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2010,1,2,2,28,2,4,3,NA,5,4,3,1,5,1,1,6,2,2,1,3,1,2,3,NA,4,4,4,1,1,NA,NA,NA,NA,NA,2,10,10,2,11,1,1,1,0,0,2,NA,NA,0,NA,NA,1,5,1,1,NA,NA,1501,5,5,2,3,15,2,2,3,3,2,4,1,1,2,3,1,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2010,1,2,1,33,2,3,1,NA,4,4,1,2,2,2,1,5,3,3,4,1,5,5,2,NA,4,4,4,1,1,NA,NA,NA,NA,NA,1,7,3,1,11,5,3,5,0,0,2,NA,NA,0,NA,NA,2,3,1,1,2,2,1501,1,3,2,4,15,2,2,3,3,2,4,3,4,1,2,1,1,1,1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2010,1,4,2,72,3,3,4,NA,5,6,6,7,7,6,6,7,5,6,5,5,6,6,6,NA,4,4,4,2,2,NA,NA,NA,NA,NA,1,10,5,4,1,5,4,1,0,0,1,0,NA,0,NA,NA,5,7,2,2,2,2,1501,2,5,5,6,15,2,1,2,3,2,2,1,3,2,2,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2010,1,4,1,45,2,2,4,NA,5,5,5,4,5,4,4,6,6,6,5,2,6,6,3,NA,4,4,4,2,2,NA,NA,NA,NA,NA,1,9,1,3,11,1,5,1,1,0,2,NA,0,1,NA,NA,1,7,2,2,2,2,1501,2,2,3,5,15,2,2,2,2,2,3,2,2,1,3,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2010,1,2,1,54,2,3,3,NA,3,7,5,1,4,4,7,7,1,5,7,1,5,4,7,NA,4,3,4,2,2,NA,NA,NA,NA,NA,1,7,1,1,5,3,5,1,0,0,1,NA,NA,0,NA,NA,1,2,2,2,2,2,1501,2,1,5,7,15,2,2,3,3,2,2,1,4,1,3,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2010,1,2,2,64,2,3,2,NA,NA,7,NA,NA,NA,5,5,5,5,5,5,NA,5,5,6,NA,4,4,4,NA,1,NA,NA,NA,NA,NA,4,8,4,2,0,1,1,7,0,0,3,NA,NA,0,NA,NA,3,NA,2,2,2,2,1501,2,7,7,7,15,2,2,NA,3,2,4,2,4,2,3,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2010,1,4,2,48,2,3,3,NA,NA,1,1,1,1,1,1,5,NA,NA,1,1,3,1,7,NA,4,4,4,NA,1,NA,NA,NA,NA,NA,1,6,10,1,10,NA,NA,1,0,0,3,0,0,0,NA,NA,1,3,NA,NA,NA,NA,1501,2,NA,NA,NA,15,2,2,NA,4,2,3,1,3,2,2,1,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2010,1,1,2,53,2,3,3,NA,4,7,3,4,5,4,3,7,7,7,4,1,7,5,1,NA,3,4,4,2,2,NA,NA,NA,NA,NA,3,10,5,3,11,3,5,5,0,0,3,0,NA,0,NA,NA,2,7,1,1,2,2,1501,2,5,4,7,15,2,2,3,4,2,5,1,3,2,3,1,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2010,1,1,1,39,2,4,1,NA,3,4,4,4,4,4,NA,5,3,7,4,3,6,5,3,NA,4,4,4,1,1,NA,NA,NA,NA,NA,2,7,7,2,3,NA,NA,4,0,0,2,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,1501,1,6,6,6,15,2,2,2,4,2,4,2,2,1,2,1,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2010,1,4,2,31,3,3,4,NA,7,5,5,5,5,7,7,7,7,7,7,3,5,3,3,NA,4,4,4,2,1,NA,NA,NA,NA,NA,1,8,5,1,15,2,3,1,0,0,3,NA,NA,NA,NA,NA,1,7,2,2,2,2,1501,3,3,3,3,15,2,2,2,3,2,4,2,1,2,5,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2010,2,4,2,67,2,3,1,NA,4,6,3,5,5,7,1,6,6,6,3,2,4,6,6,NA,4,4,4,2,2,NA,NA,NA,NA,NA,1,3,9,1,2,NA,1,5,0,0,1,NA,NA,0,NA,NA,1,NA,2,2,2,2,1501,3,2,5,5,15,2,2,2,3,2,1,1,3,2,5,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2010,1,2,2,63,2,4,4,NA,5,7,4,3,6,4,4,5,3,7,6,5,7,5,2,NA,4,4,4,2,1,NA,NA,NA,NA,NA,5,9,1,10,4,4,2,1,0,0,1,NA,NA,NA,NA,NA,1,6,1,1,2,2,1501,2,4,3,6,15,2,2,3,4,2,5,1,3,2,4,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2010,1,2,2,58,2,3,3,NA,5,7,3,4,4,6,7,6,4,5,3,2,6,5,5,NA,4,4,4,2,1,NA,NA,NA,NA,NA,5,1,1,1,5,4,5,1,0,0,1,NA,NA,0,NA,NA,1,7,1,1,1,1,1505,2,1,2,6,15,2,2,2,3,2,2,1,1,2,3,1,1,1,2,2,11,1,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2010,1,2,1,32,1,1,1,NA,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,NA,4,4,4,2,2,NA,NA,NA,NA,NA,10,10,10,10,4,1,1,1,0,0,1,NA,NA,0,NA,NA,1,7,2,2,2,2,1501,1,7,7,7,15,2,2,1,3,2,5,4,3,1,1,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2010,1,4,1,33,1,3,4,NA,6,5,4,3,6,7,3,4,4,6,5,4,7,7,4,NA,4,4,4,2,1,NA,NA,NA,NA,NA,3,2,1,3,11,1,4,5,0,0,4,0,0,1,NA,NA,2,7,1,1,2,2,1501,2,3,6,4,15,2,1,1,2,2,1,1,2,1,3,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2010,1,4,2,18,3,2,3,NA,5,6,4,4,5,4,4,4,4,3,4,3,4,4,4,NA,4,4,4,2,2,NA,NA,NA,NA,NA,8,6,5,4,11,5,5,NA,0,0,2,NA,0,0,NA,NA,5,4,1,1,2,NA,1501,2,4,4,5,15,2,2,2,2,2,1,1,2,2,3,1,2,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2010,2,4,2,54,1,2,2,NA,2,3,3,4,4,4,4,4,2,5,4,4,4,3,3,NA,4,4,4,2,2,NA,NA,NA,NA,NA,7,9,9,5,4,3,5,5,0,0,1,0,0,1,NA,NA,1,5,2,2,2,2,1501,1,5,3,5,15,2,2,2,3,2,1,1,2,2,2,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2010,2,2,2,20,4,4,3,NA,6,4,1,3,6,6,6,5,5,5,5,2,6,6,6,NA,2,4,4,1,2,NA,NA,NA,NA,NA,9,9,8,2,8,6,6,5,NA,0,1,NA,NA,1,NA,NA,1,5,2,2,2,2,1501,1,4,6,5,15,2,2,3,1,2,3,2,3,2,2,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2010,1,1,1,47,2,3,3,NA,5,5,4,6,4,3,5,7,7,7,6,5,5,5,5,NA,4,4,4,2,1,NA,NA,NA,NA,NA,6,4,10,1,11,2,4,5,0,0,2,0,NA,NA,NA,NA,4,6,1,2,2,2,1501,2,4,4,4,15,2,2,2,3,2,5,1,3,1,4,1,2,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2010,1,1,1,38,3,3,4,NA,5,4,3,2,2,1,1,1,1,1,1,1,NA,1,5,NA,4,4,4,NA,NA,NA,NA,NA,NA,NA,1,1,10,1,NA,NA,NA,3,0,0,1,NA,NA,0,NA,NA,4,NA,2,1,NA,NA,1501,2,4,4,2,15,2,2,3,4,2,2,1,2,1,5,1,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
