"WEEK","REGION","country","ADMIN1","EVENT_TYPE","SUB_EVENT_TYPE","EVENTS","FATALITIES","POPULATION_EXPOSURE","DISORDER_TYPE","ID","CENTROID_LATITUDE","CENTROID_LONGITUDE","year","v2x_polyarchy","v2x_libdem","v2x_partipdem","v2x_delibdem","v2x_egaldem"
2019-08-17,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",3,0,3611,"Demonstrations",3470,47.2038,35.6963,2019,0.524,0.317,0.326,0.456,0.361
2019-08-24,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",2,0,3611,"Demonstrations",3470,47.2038,35.6963,2019,0.524,0.317,0.326,0.456,0.361
2019-08-31,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",1,0,3611,"Demonstrations",3470,47.2038,35.6963,2019,0.524,0.317,0.326,0.456,0.361
2019-09-07,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",1,0,3611,"Demonstrations",3470,47.2038,35.6963,2019,0.524,0.317,0.326,0.456,0.361
2019-09-14,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",4,0,3611,"Demonstrations",3470,47.2038,35.6963,2019,0.524,0.317,0.326,0.456,0.361
2019-09-21,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",1,0,3611,"Demonstrations",3470,47.2038,35.6963,2019,0.524,0.317,0.326,0.456,0.361
2019-09-28,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",7,0,11255,"Demonstrations",3470,47.2038,35.6963,2019,0.524,0.317,0.326,0.456,0.361
2019-10-05,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",5,0,23843,"Demonstrations",3470,47.2038,35.6963,2019,0.524,0.317,0.326,0.456,0.361
2019-10-12,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",2,0,3611,"Demonstrations",3470,47.2038,35.6963,2019,0.524,0.317,0.326,0.456,0.361
2019-10-19,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",2,0,3611,"Demonstrations",3470,47.2038,35.6963,2019,0.524,0.317,0.326,0.456,0.361
2019-10-26,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",1,0,3611,"Demonstrations",3470,47.2038,35.6963,2019,0.524,0.317,0.326,0.456,0.361
2019-11-02,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",4,0,4403,"Demonstrations",3470,47.2038,35.6963,2019,0.524,0.317,0.326,0.456,0.361
2019-11-09,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",2,0,576,"Demonstrations",3470,47.2038,35.6963,2019,0.524,0.317,0.326,0.456,0.361
2019-11-16,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",2,0,3611,"Demonstrations",3470,47.2038,35.6963,2019,0.524,0.317,0.326,0.456,0.361
2019-11-23,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",2,0,4403,"Demonstrations",3470,47.2038,35.6963,2019,0.524,0.317,0.326,0.456,0.361
2019-11-30,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",2,0,3611,"Demonstrations",3470,47.2038,35.6963,2019,0.524,0.317,0.326,0.456,0.361
2019-12-07,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",3,0,5707,"Demonstrations",3470,47.2038,35.6963,2019,0.524,0.317,0.326,0.456,0.361
2019-12-14,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",6,0,7194,"Demonstrations",3470,47.2038,35.6963,2019,0.524,0.317,0.326,0.456,0.361
2019-12-21,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",1,0,3611,"Demonstrations",3470,47.2038,35.6963,2019,0.524,0.317,0.326,0.456,0.361
2020-01-25,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",2,0,3593,"Demonstrations",3470,47.2038,35.6963,2020,0.546,0.322,0.345,0.442,0.381
2020-02-08,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",1,0,3593,"Demonstrations",3470,47.2038,35.6963,2020,0.546,0.322,0.345,0.442,0.381
2020-02-15,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",1,0,3593,"Demonstrations",3470,47.2038,35.6963,2020,0.546,0.322,0.345,0.442,0.381
2020-02-22,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",2,0,3593,"Demonstrations",3470,47.2038,35.6963,2020,0.546,0.322,0.345,0.442,0.381
2020-02-29,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",1,0,3593,"Demonstrations",3470,47.2038,35.6963,2020,0.546,0.322,0.345,0.442,0.381
2020-03-07,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",2,0,3593,"Demonstrations",3470,47.2038,35.6963,2020,0.546,0.322,0.345,0.442,0.381
2020-03-14,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",2,0,3593,"Demonstrations",3470,47.2038,35.6963,2020,0.546,0.322,0.345,0.442,0.381
2020-03-28,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",1,0,3593,"Demonstrations",3470,47.2038,35.6963,2020,0.546,0.322,0.345,0.442,0.381
2020-04-11,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",1,0,7339,"Demonstrations",3470,47.2038,35.6963,2020,0.546,0.322,0.345,0.442,0.381
2020-04-18,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",2,0,10754,"Demonstrations",3470,47.2038,35.6963,2020,0.546,0.322,0.345,0.442,0.381
2020-05-16,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",2,0,4499,"Demonstrations",3470,47.2038,35.6963,2020,0.546,0.322,0.345,0.442,0.381
2020-05-23,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",1,0,3593,"Demonstrations",3470,47.2038,35.6963,2020,0.546,0.322,0.345,0.442,0.381
2020-05-30,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",2,0,13356,"Demonstrations",3470,47.2038,35.6963,2020,0.546,0.322,0.345,0.442,0.381
2020-06-06,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",1,0,3593,"Demonstrations",3470,47.2038,35.6963,2020,0.546,0.322,0.345,0.442,0.381
2020-06-20,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",2,0,3593,"Demonstrations",3470,47.2038,35.6963,2020,0.546,0.322,0.345,0.442,0.381
2020-06-27,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",1,0,3593,"Demonstrations",3470,47.2038,35.6963,2020,0.546,0.322,0.345,0.442,0.381
2020-07-04,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",2,0,3593,"Demonstrations",3470,47.2038,35.6963,2020,0.546,0.322,0.345,0.442,0.381
2020-07-11,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",3,0,6379,"Demonstrations",3470,47.2038,35.6963,2020,0.546,0.322,0.345,0.442,0.381
2020-07-18,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",1,0,3593,"Demonstrations",3470,47.2038,35.6963,2020,0.546,0.322,0.345,0.442,0.381
2020-08-08,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",2,0,3721,"Demonstrations",3470,47.2038,35.6963,2020,0.546,0.322,0.345,0.442,0.381
2020-08-22,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",3,0,3593,"Demonstrations",3470,47.2038,35.6963,2020,0.546,0.322,0.345,0.442,0.381
2020-08-29,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",2,0,3593,"Demonstrations",3470,47.2038,35.6963,2020,0.546,0.322,0.345,0.442,0.381
2020-09-05,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",2,0,10932,"Demonstrations",3470,47.2038,35.6963,2020,0.546,0.322,0.345,0.442,0.381
2020-09-19,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",1,0,3593,"Demonstrations",3470,47.2038,35.6963,2020,0.546,0.322,0.345,0.442,0.381
2020-10-03,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",1,0,3593,"Demonstrations",3470,47.2038,35.6963,2020,0.546,0.322,0.345,0.442,0.381
2020-10-10,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",2,0,3593,"Demonstrations",3470,47.2038,35.6963,2020,0.546,0.322,0.345,0.442,0.381
2020-11-07,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",2,0,3593,"Demonstrations",3470,47.2038,35.6963,2020,0.546,0.322,0.345,0.442,0.381
2020-11-21,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",2,0,3593,"Demonstrations",3470,47.2038,35.6963,2020,0.546,0.322,0.345,0.442,0.381
2020-12-12,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",1,0,3593,"Demonstrations",3470,47.2038,35.6963,2020,0.546,0.322,0.345,0.442,0.381
2020-12-19,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",1,0,3593,"Demonstrations",3470,47.2038,35.6963,2020,0.546,0.322,0.345,0.442,0.381
2021-01-09,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",7,0,18735,"Demonstrations",3470,47.2038,35.6963,2021,0.533,0.321,0.33,0.441,0.378
2021-01-16,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",3,0,3569,"Demonstrations",3470,47.2038,35.6963,2021,0.533,0.321,0.33,0.441,0.378
2021-01-23,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",4,0,10855,"Demonstrations",3470,47.2038,35.6963,2021,0.533,0.321,0.33,0.441,0.378
2021-02-20,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",3,0,10681,"Demonstrations",3470,47.2038,35.6963,2021,0.533,0.321,0.33,0.441,0.378
2021-02-27,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",1,0,3569,"Demonstrations",3470,47.2038,35.6963,2021,0.533,0.321,0.33,0.441,0.378
2021-03-06,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",3,0,3569,"Demonstrations",3470,47.2038,35.6963,2021,0.533,0.321,0.33,0.441,0.378
2021-03-13,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",2,0,3569,"Demonstrations",3470,47.2038,35.6963,2021,0.533,0.321,0.33,0.441,0.378
2021-03-20,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",2,0,3569,"Demonstrations",3470,47.2038,35.6963,2021,0.533,0.321,0.33,0.441,0.378
2021-03-27,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",3,0,3569,"Demonstrations",3470,47.2038,35.6963,2021,0.533,0.321,0.33,0.441,0.378
2021-04-10,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",1,0,3569,"Demonstrations",3470,47.2038,35.6963,2021,0.533,0.321,0.33,0.441,0.378
2021-04-17,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",1,0,3569,"Demonstrations",3470,47.2038,35.6963,2021,0.533,0.321,0.33,0.441,0.378
2021-04-24,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",1,0,3569,"Demonstrations",3470,47.2038,35.6963,2021,0.533,0.321,0.33,0.441,0.378
2021-05-01,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",1,0,3569,"Demonstrations",3470,47.2038,35.6963,2021,0.533,0.321,0.33,0.441,0.378
2021-05-08,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",1,0,3569,"Demonstrations",3470,47.2038,35.6963,2021,0.533,0.321,0.33,0.441,0.378
2021-06-26,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",1,0,3569,"Demonstrations",3470,47.2038,35.6963,2021,0.533,0.321,0.33,0.441,0.378
2021-07-10,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",2,0,3569,"Demonstrations",3470,47.2038,35.6963,2021,0.533,0.321,0.33,0.441,0.378
2021-07-17,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",2,0,3569,"Demonstrations",3470,47.2038,35.6963,2021,0.533,0.321,0.33,0.441,0.378
2021-07-31,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",2,0,3569,"Demonstrations",3470,47.2038,35.6963,2021,0.533,0.321,0.33,0.441,0.378
2021-08-28,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",1,0,3569,"Demonstrations",3470,47.2038,35.6963,2021,0.533,0.321,0.33,0.441,0.378
2021-09-18,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",1,0,3569,"Demonstrations",3470,47.2038,35.6963,2021,0.533,0.321,0.33,0.441,0.378
2021-09-25,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",1,0,3569,"Demonstrations",3470,47.2038,35.6963,2021,0.533,0.321,0.33,0.441,0.378
2021-10-02,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",1,0,3569,"Demonstrations",3470,47.2038,35.6963,2021,0.533,0.321,0.33,0.441,0.378
2021-11-13,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",1,0,3569,"Demonstrations",3470,47.2038,35.6963,2021,0.533,0.321,0.33,0.441,0.378
2021-11-20,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",2,0,3569,"Demonstrations",3470,47.2038,35.6963,2021,0.533,0.321,0.33,0.441,0.378
2021-12-04,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",2,0,3569,"Demonstrations",3470,47.2038,35.6963,2021,0.533,0.321,0.33,0.441,0.378
2022-01-01,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",1,0,3540,"Demonstrations",3470,47.2038,35.6963,2022,0.41,0.244,0.271,0.346,0.321
2022-01-29,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",1,0,3540,"Demonstrations",3470,47.2038,35.6963,2022,0.41,0.244,0.271,0.346,0.321
2022-02-05,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",1,0,3540,"Demonstrations",3470,47.2038,35.6963,2022,0.41,0.244,0.271,0.346,0.321
2022-02-12,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",1,0,3540,"Demonstrations",3470,47.2038,35.6963,2022,0.41,0.244,0.271,0.346,0.321
2022-02-19,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",2,0,10770,"Demonstrations",3470,47.2038,35.6963,2022,0.41,0.244,0.271,0.346,0.321
2022-02-26,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",5,0,24181,"Demonstrations",3470,47.2038,35.6963,2022,0.41,0.244,0.271,0.346,0.321
2022-03-05,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",14,0,23024,"Demonstrations",3470,47.2038,35.6963,2022,0.41,0.244,0.271,0.346,0.321
2022-03-12,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",6,0,14290,"Demonstrations",3470,47.2038,35.6963,2022,0.41,0.244,0.271,0.346,0.321
2022-03-19,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",1,0,5938,"Demonstrations",3470,47.2038,35.6963,2022,0.41,0.244,0.271,0.346,0.321
2022-03-26,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",1,0,5938,"Demonstrations",3470,47.2038,35.6963,2022,0.41,0.244,0.271,0.346,0.321
2022-04-30,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",3,0,17830,"Demonstrations",3470,47.2038,35.6963,2022,0.41,0.244,0.271,0.346,0.321
2022-05-28,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",1,0,7060,"Demonstrations",3470,47.2038,35.6963,2022,0.41,0.244,0.271,0.346,0.321
2022-07-30,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",1,0,3540,"Demonstrations",3470,47.2038,35.6963,2022,0.41,0.244,0.271,0.346,0.321
2023-09-23,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",1,0,3158,"Demonstrations",3470,47.2038,35.6963,2023,0.415,0.249,0.278,0.345,0.307
2023-10-28,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",1,0,3158,"Demonstrations",3470,47.2038,35.6963,2023,0.415,0.249,0.278,0.345,0.307
2023-11-11,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",1,0,3158,"Demonstrations",3470,47.2038,35.6963,2023,0.415,0.249,0.278,0.345,0.307
2023-12-02,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",1,0,3158,"Demonstrations",3470,47.2038,35.6963,2023,0.415,0.249,0.278,0.345,0.307
2023-12-16,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",1,0,3158,"Demonstrations",3470,47.2038,35.6963,2023,0.415,0.249,0.278,0.345,0.307
2023-12-23,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",1,0,3158,"Demonstrations",3470,47.2038,35.6963,2023,0.415,0.249,0.278,0.345,0.307
2024-01-27,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",1,0,3122,"Demonstrations",3470,47.2038,35.6963,2024,NA,NA,NA,NA,NA
2024-02-03,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",1,0,3122,"Demonstrations",3470,47.2038,35.6963,2024,NA,NA,NA,NA,NA
2024-03-02,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",1,0,3122,"Demonstrations",3470,47.2038,35.6963,2024,NA,NA,NA,NA,NA
2024-03-16,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",1,0,3122,"Demonstrations",3470,47.2038,35.6963,2024,NA,NA,NA,NA,NA
2024-05-11,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",1,0,3122,"Demonstrations",3470,47.2038,35.6963,2024,NA,NA,NA,NA,NA
2024-05-18,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",2,0,3122,"Demonstrations",3470,47.2038,35.6963,2024,NA,NA,NA,NA,NA
2024-05-25,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",1,0,3122,"Demonstrations",3470,47.2038,35.6963,2024,NA,NA,NA,NA,NA
2024-06-08,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",2,0,3122,"Demonstrations",3470,47.2038,35.6963,2024,NA,NA,NA,NA,NA
2024-06-15,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",1,0,3122,"Demonstrations",3470,47.2038,35.6963,2024,NA,NA,NA,NA,NA
2024-07-13,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",1,0,3122,"Demonstrations",3470,47.2038,35.6963,2024,NA,NA,NA,NA,NA
2024-07-20,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",1,0,3122,"Demonstrations",3470,47.2038,35.6963,2024,NA,NA,NA,NA,NA
2024-07-27,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",1,0,3122,"Demonstrations",3470,47.2038,35.6963,2024,NA,NA,NA,NA,NA
2024-08-31,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",1,0,3122,"Demonstrations",3470,47.2038,35.6963,2024,NA,NA,NA,NA,NA
2024-10-05,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",1,0,3122,"Demonstrations",3470,47.2038,35.6963,2024,NA,NA,NA,NA,NA
2025-03-15,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",1,0,3171,"Demonstrations",3470,47.2038,35.6963,2025,NA,NA,NA,NA,NA
2025-04-19,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",1,0,3171,"Demonstrations",3470,47.2038,35.6963,2025,NA,NA,NA,NA,NA
2025-07-19,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",4,0,3171,"Demonstrations",3470,47.2038,35.6963,2025,NA,NA,NA,NA,NA
2025-07-26,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",1,0,3171,"Demonstrations",3470,47.2038,35.6963,2025,NA,NA,NA,NA,NA
2025-11-15,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",1,0,NA,"Demonstrations",3470,47.2038,35.6963,2025,NA,NA,NA,NA,NA
2026-01-10,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",1,0,3253,"Demonstrations",3470,47.2038,35.6963,2026,NA,NA,NA,NA,NA
2026-05-09,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",1,0,3253,"Demonstrations",3470,47.2038,35.6963,2026,NA,NA,NA,NA,NA
2026-05-30,"Europe","Ukraine","Zaporizhia","Protests","Peaceful protest",1,0,3253,"Demonstrations",3470,47.2038,35.6963,2026,NA,NA,NA,NA,NA
2018-01-06,"Europe","Ukraine","Zaporizhia","Protests","Protest with intervention",2,0,3631,"Demonstrations",3470,47.2038,35.6963,2018,0.425,0.242,0.272,0.364,0.279
2018-05-12,"Europe","Ukraine","Zaporizhia","Protests","Protest with intervention",1,0,3631,"Demonstrations",3470,47.2038,35.6963,2018,0.425,0.242,0.272,0.364,0.279
2019-05-11,"Europe","Ukraine","Zaporizhia","Protests","Protest with intervention",1,0,3611,"Demonstrations",3470,47.2038,35.6963,2019,0.524,0.317,0.326,0.456,0.361
2020-09-19,"Europe","Ukraine","Zaporizhia","Protests","Protest with intervention",1,0,3593,"Demonstrations",3470,47.2038,35.6963,2020,0.546,0.322,0.345,0.442,0.381
2021-04-03,"Europe","Ukraine","Zaporizhia","Protests","Protest with intervention",1,0,3569,"Demonstrations",3470,47.2038,35.6963,2021,0.533,0.321,0.33,0.441,0.378
2022-02-26,"Europe","Ukraine","Zaporizhia","Protests","Protest with intervention",1,0,7060,"Demonstrations",3470,47.2038,35.6963,2022,0.41,0.244,0.271,0.346,0.321
2022-03-05,"Europe","Ukraine","Zaporizhia","Protests","Protest with intervention",1,0,2032,"Demonstrations",3470,47.2038,35.6963,2022,0.41,0.244,0.271,0.346,0.321
2022-03-12,"Europe","Ukraine","Zaporizhia","Protests","Protest with intervention",1,0,7060,"Demonstrations",3470,47.2038,35.6963,2022,0.41,0.244,0.271,0.346,0.321
2022-03-19,"Europe","Ukraine","Zaporizhia","Protests","Protest with intervention",3,0,13168,"Demonstrations",3470,47.2038,35.6963,2022,0.41,0.244,0.271,0.346,0.321
2018-02-24,"Europe","Ukraine","Zaporizhia","Riots","Mob violence",1,0,12945,"Political violence",3470,47.2038,35.6963,2018,0.425,0.242,0.272,0.364,0.279
2018-05-05,"Europe","Ukraine","Zaporizhia","Riots","Mob violence",1,0,23147,"Political violence",3470,47.2038,35.6963,2018,0.425,0.242,0.272,0.364,0.279
2019-05-11,"Europe","Ukraine","Zaporizhia","Riots","Mob violence",1,1,13279,"Political violence",3470,47.2038,35.6963,2019,0.524,0.317,0.326,0.456,0.361
2019-07-20,"Europe","Ukraine","Zaporizhia","Riots","Mob violence",1,0,21072,"Political violence",3470,47.2038,35.6963,2019,0.524,0.317,0.326,0.456,0.361
2019-07-27,"Europe","Ukraine","Zaporizhia","Riots","Mob violence",1,0,21072,"Political violence",3470,47.2038,35.6963,2019,0.524,0.317,0.326,0.456,0.361
2019-08-10,"Europe","Ukraine","Zaporizhia","Riots","Mob violence",1,0,21072,"Political violence",3470,47.2038,35.6963,2019,0.524,0.317,0.326,0.456,0.361
2020-08-22,"Europe","Ukraine","Zaporizhia","Riots","Mob violence",1,0,20967,"Political violence",3470,47.2038,35.6963,2020,0.546,0.322,0.345,0.442,0.381
2022-02-26,"Europe","Ukraine","Zaporizhia","Riots","Mob violence",1,0,12609,"Political violence",3470,47.2038,35.6963,2022,0.41,0.244,0.271,0.346,0.321
2018-02-24,"Europe","Ukraine","Zaporizhia","Riots","Violent demonstration",1,0,12945,"Demonstrations",3470,47.2038,35.6963,2018,0.425,0.242,0.272,0.364,0.279
2018-03-17,"Europe","Ukraine","Zaporizhia","Riots","Violent demonstration",1,0,21189,"Demonstrations",3470,47.2038,35.6963,2018,0.425,0.242,0.272,0.364,0.279
2018-06-02,"Europe","Ukraine","Zaporizhia","Riots","Violent demonstration",1,0,21189,"Demonstrations",3470,47.2038,35.6963,2018,0.425,0.242,0.272,0.364,0.279
2018-06-09,"Europe","Ukraine","Zaporizhia","Riots","Violent demonstration",1,0,21189,"Demonstrations",3470,47.2038,35.6963,2018,0.425,0.242,0.272,0.364,0.279
2018-08-18,"Europe","Ukraine","Zaporizhia","Riots","Violent demonstration",1,0,21189,"Demonstrations",3470,47.2038,35.6963,2018,0.425,0.242,0.272,0.364,0.279
2018-09-01,"Europe","Ukraine","Zaporizhia","Riots","Violent demonstration",1,0,23147,"Demonstrations",3470,47.2038,35.6963,2018,0.425,0.242,0.272,0.364,0.279
2019-01-19,"Europe","Ukraine","Zaporizhia","Riots","Violent demonstration",1,0,21072,"Demonstrations",3470,47.2038,35.6963,2019,0.524,0.317,0.326,0.456,0.361
2019-01-26,"Europe","Ukraine","Zaporizhia","Riots","Violent demonstration",1,0,12870,"Demonstrations",3470,47.2038,35.6963,2019,0.524,0.317,0.326,0.456,0.361
2020-12-12,"Europe","Ukraine","Zaporizhia","Riots","Violent demonstration",1,0,20967,"Demonstrations",3470,47.2038,35.6963,2020,0.546,0.322,0.345,0.442,0.381
2021-01-09,"Europe","Ukraine","Zaporizhia","Riots","Violent demonstration",1,0,20825,"Demonstrations",3470,47.2038,35.6963,2021,0.533,0.321,0.33,0.441,0.378
2021-10-30,"Europe","Ukraine","Zaporizhia","Riots","Violent demonstration",1,0,20825,"Demonstrations",3470,47.2038,35.6963,2021,0.533,0.321,0.33,0.441,0.378
2022-03-12,"Europe","Ukraine","Zaporizhia","Strategic developments","Agreement",1,0,NA,"Strategic developments",3470,47.2038,35.6963,2022,0.41,0.244,0.271,0.346,0.321
2025-10-18,"Europe","Ukraine","Zaporizhia","Strategic developments","Agreement",1,0,NA,"Strategic developments",3470,47.2038,35.6963,2025,NA,NA,NA,NA,NA
2025-11-01,"Europe","Ukraine","Zaporizhia","Strategic developments","Agreement",1,0,NA,"Strategic developments",3470,47.2038,35.6963,2025,NA,NA,NA,NA,NA
2026-02-21,"Europe","Ukraine","Zaporizhia","Strategic developments","Agreement",1,0,NA,"Strategic developments",3470,47.2038,35.6963,2026,NA,NA,NA,NA,NA
2018-05-12,"Europe","Ukraine","Zaporizhia","Strategic developments","Arrests",1,0,NA,"Strategic developments",3470,47.2038,35.6963,2018,0.425,0.242,0.272,0.364,0.279
2023-08-19,"Europe","Ukraine","Zaporizhia","Strategic developments","Arrests",1,0,NA,"Strategic developments",3470,47.2038,35.6963,2023,0.415,0.249,0.278,0.345,0.307
2024-09-28,"Europe","Ukraine","Zaporizhia","Strategic developments","Arrests",1,0,NA,"Strategic developments",3470,47.2038,35.6963,2024,NA,NA,NA,NA,NA
2018-09-08,"Europe","Ukraine","Zaporizhia","Strategic developments","Change to group/activity",2,0,NA,"Strategic developments",3470,47.2038,35.6963,2018,0.425,0.242,0.272,0.364,0.279
2018-12-08,"Europe","Ukraine","Zaporizhia","Strategic developments","Change to group/activity",1,0,NA,"Strategic developments",3470,47.2038,35.6963,2018,0.425,0.242,0.272,0.364,0.279
2018-12-15,"Europe","Ukraine","Zaporizhia","Strategic developments","Change to group/activity",1,0,NA,"Strategic developments",3470,47.2038,35.6963,2018,0.425,0.242,0.272,0.364,0.279
2018-12-22,"Europe","Ukraine","Zaporizhia","Strategic developments","Change to group/activity",1,0,NA,"Strategic developments",3470,47.2038,35.6963,2018,0.425,0.242,0.272,0.364,0.279
2019-01-05,"Europe","Ukraine","Zaporizhia","Strategic developments","Change to group/activity",1,0,NA,"Strategic developments",3470,47.2038,35.6963,2019,0.524,0.317,0.326,0.456,0.361
2022-02-26,"Europe","Ukraine","Zaporizhia","Strategic developments","Change to group/activity",9,0,NA,"Strategic developments",3470,47.2038,35.6963,2022,0.41,0.244,0.271,0.346,0.321
2022-05-28,"Europe","Ukraine","Zaporizhia","Strategic developments","Change to group/activity",2,0,NA,"Strategic developments",3470,47.2038,35.6963,2022,0.41,0.244,0.271,0.346,0.321
